Title,Abstract,Publication Date,Journal,Link,Authors,Citations,Cleaned_Abstract,Abstract_Spacy
Designing Wearable Systems for Sports A Review of Trends and Opportunities in HumanComputer Interaction,"This paper presents a literature review of human- computer interaction works on wearable systems for sports. We selected corpus 57 papers and analyzed them through the grounded theory approach. identified five themes across papers: different research perspectives, type sports sportspeople, roles wearables in sports, their wearability, types feedback. These helped us delineating opportunities future research: investigation form factors feedback; consideration sportspeople collaborative tasks; need pushing boundaries domain; exploration evolution sports; interconnection devices; increase methodological rigor.",01-08-2019,IEEE Transactions on HumanMachine Systems,https://doi.org/10.1109/thms.2019.2919702,"Eleonora Mencarini, Amon Rapp, Lia Tirabeni, Massimo Zancanaro",111,This paper presents a literature review of human computer interaction works on wearable systems for sports We selected corpus 57 papers and analyzed them through the grounded theory approach identified five themes across papers different research perspectives type sports sportspeople roles wearables in sports their wearability types feedback These helped us delineating opportunities future research investigation form factors feedback consideration sportspeople collaborative tasks need pushing boundaries domain exploration evolution sports interconnection devices increase methodological rigor,paper present literature review human computer interaction work wearable system sport select corpus paper analyze ground theory approach identify theme paper different research perspective type sport sportspeople role wearable sport wearability type feedback help delineate opportunity future research investigation form factor feedback consideration sportspeople collaborative task need push boundary domain exploration evolution sport interconnection device increase methodological rigor
Embracing Four Tensions in HumanComputer Interaction Research with Marginalized People,"Human-computer interaction has a long history of working with marginalized people. We sought to understand how HCI researchers navigate work that engages people and considerations might through expand benefits mitigate potential harms. In total, 24 researchers, located primarily in the United States, participated an interview, survey, or both. Through reflexive thematic analysis, we identified four tensions—exploitation, membership, disclosure, allyship. explore complexity involved each, demonstrating equitable endpoint may not be possible, but this is still worth pursuing when make certain considerations. emphasize who should account for each tension their research approaches move forward. Finally, propose allyship-oriented approach draws inspiration from discourse occurring tangential fields activist spaces pushes field into new paradigm",17-04-2021,ACM Transactions on ComputerHuman Interaction,https://doi.org/10.1145/3443686,"Calvin Liang, Sean A. Munson, Julie A. Kientz",105,Humancomputer interaction has a long history of working with marginalized people We sought to understand how HCI researchers navigate work that engages people and considerations might through expand benefits mitigate potential harms In total 24 researchers located primarily in the United States participated an interview survey or both Through reflexive thematic analysis we identified four tensionsexploitation membership disclosure allyship explore complexity involved each demonstrating equitable endpoint may not be possible but this is still worth pursuing when make certain considerations emphasize who should account for each tension their research approaches move forward Finally propose allyshiporiented approach draws inspiration from discourse occurring tangential fields activist spaces pushes field into new paradigm,humancomputer interaction long history work marginalize people seek understand hci researcher navigate work engage people consideration expand benefit mitigate potential harm total researcher locate primarily united states participate interview survey reflexive thematic analysis identify tensionsexploitation membership disclosure allyship explore complexity involve demonstrate equitable endpoint possible worth pursue certain consideration emphasize account tension research approach forward finally propose allyshiporiented approach draw inspiration discourse occur tangential field activist space push field new paradigm
HumanComputer Interactions in Museums,"Museums have been a domain of study and design intervention for Human-Computer Interaction (HCI) several decades. However, while resources providing overviews on the key issues in scholarship",11-04-2019,Synthesis Lectures on HumanCentered Informatics,https://doi.org/10.2200/s00901ed1v01y201902hci042,"Eva Hornecker, Luigina Ciolfi",58,Museums have been a domain of study and design intervention for HumanComputer Interaction HCI several decades However while resources providing overviews on the key issues in scholarship,museum domain study design intervention humancomputer interaction hci decade resource provide overviews key issue scholarship
Anisotropic angle distribution learning for head pose estimation and attention understanding in humancomputer interaction,"Head pose estimation is an important way to understand human attention in the human-computer interaction. In this paper, we propose a novel anisotropic angle distribution learning (AADL) network for head task. Firstly, two key findings are revealed as following: 1) image variations different at yaw and pitch directions with same increasing on fixed central pose; 2) With interval increasing, increase firstly then decrease direction. Then, maximum posterior technology employed construct network, which includes three parts, such convolutional layer, covariance pooling layer output layer. labels constructed distributions basis of findings. And fitted by 2D Gaussian-like (groundtruth labels). Furthermore, Kullback-Leibler divergence selected measure predication label groundtruth one. The features images perceived AADL-based neural end-to-end manner. Experimental results demonstrate that developed have several advantages, robustness missing, insensitivity motion blur. Moreover, proposed method has achieved good performance compared state-of-the-art methods Pointing’04 CAS_PEAL_R1 databases.",23-10-2020,Neurocomputing,https://doi.org/10.1016/j.neucom.2020.09.068,"Hai Liu, Hanwen Nie, Zhaoli Zhang, Youfu Li",128,Head pose estimation is an important way to understand human attention in the humancomputer interaction In this paper we propose a novel anisotropic angle distribution learning AADL network for head task Firstly two key findings are revealed as following 1 image variations different at yaw and pitch directions with same increasing on fixed central pose 2 With interval increasing increase firstly then decrease direction Then maximum posterior technology employed construct network which includes three parts such convolutional layer covariance pooling layer output layer labels constructed distributions basis of findings And fitted by 2D Gaussianlike groundtruth labels Furthermore KullbackLeibler divergence selected measure predication label groundtruth one The features images perceived AADLbased neural endtoend manner Experimental results demonstrate that developed have several advantages robustness missing insensitivity motion blur Moreover proposed method has achieved good performance compared stateoftheart methods Pointing04 CASPEALR1 databases,head pose estimation important way understand human attention humancomputer interaction paper propose novel anisotropic angle distribution learn aadl network head task firstly key finding reveal follow image variation different yaw pitch direction increase fix central pose interval increase increase firstly decrease direction maximum posterior technology employ construct network include part convolutional layer covariance pool layer output layer label construct distribution basis finding fit gaussianlike groundtruth label furthermore kullbackleibler divergence select measure predication label groundtruth feature image perceive aadlbase neural endtoend manner experimental result demonstrate develop advantage robustness miss insensitivity motion blur propose method achieve good performance compare stateoftheart method database
HumanComputer Interaction  INTERACT 2015,"The four-volume set LNCS 9296-9299 constitutes the refereed proceedings of 15th IFIP TC13 International Conference on Human-Computer Interaction, INTERACT 2015, held in Bamberg, Germany, Septem",01-01-2015,Lecture Notes in Computer Science,https://doi.org/10.1007/978-3-319-22698-9,"Julio Abascal, Simone Diniz Junqueira Barbosa, Mirko Fetter, Tom Gross, Philippe Palanque, Marco Winckler",60,The fourvolume set LNCS 92969299 constitutes the refereed proceedings of 15th IFIP TC13 International Conference on HumanComputer Interaction INTERACT 2015 held in Bamberg Germany Septem,fourvolume set lnc constitute refereed proceeding ifip international conference humancomputer interaction interact hold bamberg germany septem
Emotions and Affect in Human Factors and HumanComputer Interaction Taxonomy Theories Approaches and Methods,"This chapter presents an overview of emotional and affective components in human factors (HF) human–computer interaction (HCI). First, the definitions terminologies are clarified. After describing neural cognitive mechanisms affect, I provide theories effects so that researchers can apply them to their research areas develop own theory further. Then, focuses on introducing comparing four different approaches Affective Sciences HF/HCI, including Emotional Design, Hedonomics, Kansei Engineering, Computing. delineating advantages disadvantages affect induction detection methodologies, theoretical practical issues future works this domain discussed. short review is expected guide HF/HCI practitioners who begin study emotions facilitate communication about within community.",01-01-2017,Emotions and Affect in Human Factors and HumanComputer Interaction,https://doi.org/10.1016/b978-0-12-801851-4.00001-x,Myounghoon Jeon,99,This chapter presents an overview of emotional and affective components in human factors HF humancomputer interaction HCI First the definitions terminologies are clarified After describing neural cognitive mechanisms affect I provide theories effects so that researchers can apply them to their research areas develop own theory further Then focuses on introducing comparing four different approaches Affective Sciences HFHCI including Emotional Design Hedonomics Kansei Engineering Computing delineating advantages disadvantages affect induction detection methodologies theoretical practical issues future works this domain discussed short review is expected guide HFHCI practitioners who begin study emotions facilitate communication about within community,chapter present overview emotional affective component human factor hf humancomputer interaction hci definition terminology clarify describe neural cognitive mechanism affect provide theory effect researcher apply research area develop theory focus introduce compare different approach affective science hfhci include emotional design hedonomic kansei engineering computing delineating advantage disadvantage affect induction detection methodology theoretical practical issue future work domain discuss short review expect guide hfhci practitioner begin study emotion facilitate communication community
Anisotropic angle distribution learning for head pose estimation and attention understanding in humancomputer interaction,"Head pose estimation is an important way to understand human attention in the human-computer interaction. In this paper, we propose a novel anisotropic angle distribution learning (AADL) network for head task. Firstly, two key findings are revealed as following: 1) image variations different at yaw and pitch directions with same increasing on fixed central pose; 2) With interval increasing, increase firstly then decrease direction. Then, maximum posterior technology employed construct network, which includes three parts, such convolutional layer, covariance pooling layer output layer. labels constructed distributions basis of findings. And fitted by 2D Gaussian-like (groundtruth labels). Furthermore, Kullback-Leibler divergence selected measure predication label groundtruth one. The features images perceived AADL-based neural end-to-end manner. Experimental results demonstrate that developed have several advantages, robustness missing, insensitivity motion blur. Moreover, proposed method has achieved good performance compared state-of-the-art methods Pointing’04 CAS_PEAL_R1 databases.",01-04-2021,Neurocomputing,https://doi.org/10.1016/j.neucom.2020.09.068,"Hai Liu, Hanwen Nie, Zhaoli Zhang, Youfu Li",126,Head pose estimation is an important way to understand human attention in the humancomputer interaction In this paper we propose a novel anisotropic angle distribution learning AADL network for head task Firstly two key findings are revealed as following 1 image variations different at yaw and pitch directions with same increasing on fixed central pose 2 With interval increasing increase firstly then decrease direction Then maximum posterior technology employed construct network which includes three parts such convolutional layer covariance pooling layer output layer labels constructed distributions basis of findings And fitted by 2D Gaussianlike groundtruth labels Furthermore KullbackLeibler divergence selected measure predication label groundtruth one The features images perceived AADLbased neural endtoend manner Experimental results demonstrate that developed have several advantages robustness missing insensitivity motion blur Moreover proposed method has achieved good performance compared stateoftheart methods Pointing04 CASPEALR1 databases,head pose estimation important way understand human attention humancomputer interaction paper propose novel anisotropic angle distribution learn aadl network head task firstly key finding reveal follow image variation different yaw pitch direction increase fix central pose interval increase increase firstly decrease direction maximum posterior technology employ construct network include part convolutional layer covariance pool layer output layer label construct distribution basis finding fit gaussianlike groundtruth label furthermore kullbackleibler divergence select measure predication label groundtruth feature image perceive aadlbase neural endtoend manner experimental result demonstrate develop advantage robustness miss insensitivity motion blur propose method achieve good performance compare stateoftheart method database
A Systematic Review of HumanComputer Interaction and Explainable Artificial Intelligence in Healthcare With Artificial Intelligence Techniques,"Artificial intelligence (AI) is one of the emerging technologies. In recent decades, artificial has gained widespread acceptance in a variety fields, including virtual support, healthcare, and security. Human-Computer Interaction (HCI) field that been combining AI human-computer engagement over past several years order to create an interactive intelligent system for user interaction. AI, conjunction with HCI, being used fields by employing various algorithms HCI provide transparency user, allowing them trust machine. The comprehensive examination both areas as well their subfields, explored this work. main goal article was discover point intersection between two fields. understanding Explainable Intelligence (XAI), which linking XAI, through literature review conducted research. survey encompassed themes identified (such XAI its areas, major aims, problems challenges). study’s other focus on use healthcare. poll also addressed shortcomings field’s future potential. As result, indicates healthcare still novel subject be more future.",01-01-2021,IEEE Access,https://doi.org/10.1109/access.2021.3127881,"Mobeen Nazar, Muhammad Mansoor Alam, Eiad Yafi, Mazliham Mohd Su’ud",126,Artificial intelligence AI is one of the emerging technologies In recent decades artificial has gained widespread acceptance in a variety fields including virtual support healthcare and security HumanComputer Interaction HCI field that been combining AI humancomputer engagement over past several years order to create an interactive intelligent system for user interaction AI conjunction with HCI being used fields by employing various algorithms HCI provide transparency user allowing them trust machine The comprehensive examination both areas as well their subfields explored this work main goal article was discover point intersection between two fields understanding Explainable Intelligence XAI which linking XAI through literature review conducted research survey encompassed themes identified such XAI its areas major aims problems challenges studys other focus on use healthcare poll also addressed shortcomings fields future potential As result indicates healthcare still novel subject be more future,artificial intelligence ai emerge technology recent decade artificial gain widespread acceptance variety field include virtual support healthcare security humancomputer interaction hci field combine ai humancomputer engagement past year order create interactive intelligent system user interaction ai conjunction hci field employ algorithm hci provide transparency user allow trust machine comprehensive examination area subfield explore work main goal article discover point intersection field understand explainable intelligence xai link xai literature review conduct research survey encompass theme identify xai area major aim problem challenge studys focus use healthcare poll address shortcoming field future potential result indicate healthcare novel subject future
Smart city as a smart service system Humancomputer interaction and smart city surveillance systems,"Smart city services, smart applications and devices form an ecosystem of tools artifacts that challenge, times even disrupt, conventions, norms, rites behavior, thus prompting diverse behavioral changes at the level individual, group, society large. In this view, may be viewed as a – one its kind laboratory to query complex human-computer relationship from multi-dimensional perspective. By adopting perspective, paper queries existing surveillance systems identify their key limitations sources frequently justified controversies. It is argued bypass these first value mesh-technology should explored. also second it necessary not only bring citizens back in discussion on city, but highlight mechanisms by means which they might involved co-design solutions urban decision-making. To bridge two imperatives, conceptualized service system and, consequently, wireless integrated enhanced (WIMTE) elaborated.",01-11-2021,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2021.106923,"Mohamad Kashef, Anna Visvizi, Orlando Troisi",126,Smart city services smart applications and devices form an ecosystem of tools artifacts that challenge times even disrupt conventions norms rites behavior thus prompting diverse behavioral changes at the level individual group society large In this view may be viewed as a  one its kind laboratory to query complex humancomputer relationship from multidimensional perspective By adopting perspective paper queries existing surveillance systems identify their key limitations sources frequently justified controversies It is argued bypass these first value meshtechnology should explored also second it necessary not only bring citizens back in discussion on city but highlight mechanisms by means which they might involved codesign solutions urban decisionmaking To bridge two imperatives conceptualized service system and consequently wireless integrated enhanced WIMTE elaborated,smart city service smart application device form ecosystem tool artifact challenge time disrupt convention norm rite behavior prompt diverse behavioral change level individual group society large view view kind laboratory query complex humancomputer relationship multidimensional perspective adopt perspective paper query exist surveillance system identify key limitation source frequently justify controversy argue bypass value meshtechnology explore second necessary bring citizen discussion city highlight mechanism mean involve codesign solution urban decisionmake bridge imperative conceptualize service system consequently wireless integrate enhanced wimte elaborate
The somatic turn in humancomputer interaction,"column Share on The somatic turn in human-computer interaction Authors: Lian Loke University of Sydney SydneyView Profile , Thecla Schiphorst Simon Fraser UniversityView Authors Info & Claims InteractionsVolume 25Issue 5September-October 2018 pp 54–5863https://doi.org/10.1145/3236675Published:22 August 2018Publication History 28citation1,755DownloadsMetricsTotal Citations28Total Downloads1,755Last 12 Months496Last 6 weeks56 Get Citation AlertsNew Alert added!This alert has been successfully added and will be sent to:You notified whenever a record that you have chosen cited.To manage your preferences, click the button below.Manage my Alert!Please log to account Save BinderSave BinderCreate New BinderNameCancelCreateExport CitationPublisher SiteGet Access",22-08-2018,Interactions,https://doi.org/10.1145/3236675,"Lian Loke, Thecla Schiphorst",59,column Share on The somatic turn in humancomputer interaction Authors Lian Loke University of Sydney SydneyView Profile  Thecla Schiphorst Simon Fraser UniversityView Authors Info  Claims InteractionsVolume 25Issue 5SeptemberOctober 2018 pp 545863httpsdoiorg1011453236675Published22 August 2018Publication History 28citation1755DownloadsMetricsTotal Citations28Total Downloads1755Last 12 Months496Last 6 weeks56 Get Citation AlertsNew Alert addedThis alert has been successfully added and will be sent toYou notified whenever a record that you have chosen citedTo manage your preferences click the button belowManage my AlertPlease log to account Save BinderSave BinderCreate New BinderNameCancelCreateExport CitationPublisher SiteGet Access,column share somatic turn humancomputer interaction author lian loke university sydney sydneyview profile thecla schiphorst simon fraser universityview author info claim interactionsvolume pp august history citation alertsnew alert addedthis alert successfully add send toyou notify record choose citedto manage preference click button belowmanage alertplease log account save bindersave bindercreate new bindernamecancelcreateexport citationpublisher siteget access
User Representations in HumanComputer Interaction,"Cursors, avatars, virtual hands or tools, and other rendered graphical objects, enable users to interact with computers such as PCs, game consoles reality systems. We analyze the role of these various objects from a user perspective under unifying concept “User Representations”. These representations are that artificially extend users’ physical bodies, enabling them manipulate environment by performing motor actions continuously mapped their User Representations. In this paper, we identify set concepts relevant for different Representations, provide multidisciplinary review multisensory cognitive factors underlying control subjective experience include visual appearance, multimodal feedback, sense agency, input methods, peripersonal space, perspective, body ownership. further suggest research agenda concepts, which can lead human-computer interaction community towards wider how perceive through",19-02-2020,HumanComputer Interaction,https://doi.org/10.1080/07370024.2020.1724790,"Sofia Seinfeld, Tiare Feuchtner, Antonella Maselli, Jörg Müller",60,Cursors avatars virtual hands or tools and other rendered graphical objects enable users to interact with computers such as PCs game consoles reality systems We analyze the role of these various objects from a user perspective under unifying concept User Representations These representations are that artificially extend users physical bodies enabling them manipulate environment by performing motor actions continuously mapped their User Representations In this paper we identify set concepts relevant for different Representations provide multidisciplinary review multisensory cognitive factors underlying control subjective experience include visual appearance multimodal feedback sense agency input methods peripersonal space perspective body ownership further suggest research agenda concepts which can lead humancomputer interaction community towards wider how perceive through,cursor avatar virtual hand tool render graphical object enable user interact computer pc game console reality system analyze role object user perspective unifying concept user representation representation artificially extend user physical body enable manipulate environment perform motor action continuously map user representation paper identify set concept relevant different representation provide multidisciplinary review multisensory cognitive factor underlie control subjective experience include visual appearance multimodal feedback sense agency input method peripersonal space perspective body ownership suggest research agenda concept lead humancomputer interaction community wide perceive
A Framework for the Experience of Meaning in HumanComputer Interaction,"The view of quality in human-computer interaction continuously develops, having past decades included consistency, transparency, usability, and positive emotions. Recently, meaning is receiving increased interest the user experience literature industry, referring to end, purpose or significance with computers. However, notion remains elusive a bewildering number senses are use. We present framework interaction, based on synthesis psychological research. outlines five distinct meaning: connectedness, purpose, coherence, resonance, significance. illustrate usefulness by analyzing selection recent papers at CHI conference raising series open research questions about interplay meaning, experience, reflection, well-being.",02-05-2019,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,https://doi.org/10.1145/3290605.3300455,"Elisa D. Mekler, Kasper Hornbæk",66,The view of quality in humancomputer interaction continuously develops having past decades included consistency transparency usability and positive emotions Recently meaning is receiving increased interest the user experience literature industry referring to end purpose or significance with computers However notion remains elusive a bewildering number senses are use We present framework interaction based on synthesis psychological research outlines five distinct meaning connectedness purpose coherence resonance significance illustrate usefulness by analyzing selection recent papers at CHI conference raising series open research questions about interplay meaning experience reflection wellbeing,view quality humancomputer interaction continuously develop have past decade include consistency transparency usability positive emotion recently mean receive increase interest user experience literature industry refer end purpose significance computer notion remain elusive bewildering number sense use present framework interaction base synthesis psychological research outline distinct mean connectedness purpose coherence resonance significance illustrate usefulness analyze selection recent paper chi conference raise series open research question interplay mean experience reflection wellbee
The Psychophysiology Primer A Guide to Methods and a Broad Review with a Focus on HumanComputer Interaction,"Digital monitoring of physiological signals can allow computer systems to adapt unobtrusively users, so as enhance personalised 'smart' interactions. In recent years, computing has grown a research field, and it is increasingly considered in diverse applications, ranging from specialised work contexts consumer electronics. Working this emerging field requires comprehension several signals, psychophysiological states or 'indices', analysis techniques. The resulting literature encompasses complex array knowledge techniques, presenting clear challenge the practitioner. We provide foundational review psychophysiology serve primer for novice, enabling rapid familiarisation with core concepts, quick-reference resource advanced readers. place special emphasis on everyday human-computer interface drawing distinction clinical sports which are more commonplace. provides framework commonly understood terms associated experiential constructs signals. Then, 12 short precisely focused sections describe 10 individual signal sources present two technical discussions online data fusion processing. A systematic multimodal studies provided form reference table. conclude general discussion application interaction, including guidelines challenges.",01-01-2016,Foundations and Trends in HumanComputer Interaction,https://doi.org/10.1561/1100000065,"Benjamin Ultan Cowley, Marco Filetti, Kristian Lukander, Jari Torniainen, Andreas Henelius, Lauri Ahonen, Oswald Barral, Ilkka Kosunen, Teppo Valtonen, Minna Huotilainen, Niklas Ravaja, Giulio Jacucci",89,Digital monitoring of physiological signals can allow computer systems to adapt unobtrusively users so as enhance personalised smart interactions In recent years computing has grown a research field and it is increasingly considered in diverse applications ranging from specialised work contexts consumer electronics Working this emerging field requires comprehension several signals psychophysiological states or indices analysis techniques The resulting literature encompasses complex array knowledge techniques presenting clear challenge the practitioner We provide foundational review psychophysiology serve primer for novice enabling rapid familiarisation with core concepts quickreference resource advanced readers place special emphasis on everyday humancomputer interface drawing distinction clinical sports which are more commonplace provides framework commonly understood terms associated experiential constructs signals Then 12 short precisely focused sections describe 10 individual signal sources present two technical discussions online data fusion processing A systematic multimodal studies provided form reference table conclude general discussion application interaction including guidelines challenges,digital monitoring physiological signal allow computer system adapt unobtrusively user enhance personalise smart interaction recent year computing grow research field increasingly consider diverse application range specialised work contexts consumer electronic work emerge field require comprehension signal psychophysiological state indice analysis technique result literature encompass complex array knowledge technique present clear challenge practitioner provide foundational review psychophysiology serve primer novice enable rapid familiarisation core concept quickreference resource advanced reader place special emphasis everyday humancomputer interface draw distinction clinical sport commonplace provide framework commonly understand term associate experiential construct signal short precisely focus section describe individual signal source present technical discussion online data fusion process systematic multimodal study provide form reference table conclude general discussion application interaction include guideline challenge
Human Computer Interaction,"The intention of this paper is to provide an overview on the subject Human-Computer Interaction.The includes basic definitions and terminology, a survey existing technologies recent advances in field, common architectures used design HCI systems which unimodal multimodal configurations, finally applications HCI.This also offers comprehensive number references for each concept, method, application HCI.",30-03-2017,IJARCCE,https://doi.org/10.17148/ijarcce.2017.6329,"Suvrunda Jadhav, Trupti Patil",43,The intention of this paper is to provide an overview on the subject HumanComputer InteractionThe includes basic definitions and terminology a survey existing technologies recent advances in field common architectures used design HCI systems which unimodal multimodal configurations finally applications HCIThis also offers comprehensive number references for each concept method application HCI,intention paper provide overview subject humancomputer interactionthe include basic definition terminology survey exist technology recent advance field common architecture design hci system unimodal multimodal configuration finally application hcithis offer comprehensive number reference concept method application hci
Dynamic hand gesture recognition using visionbased approach for humancomputer interaction,"In this work, a vision-based approach is used to build dynamic hand gesture recognition system. Various challenges such as complicated background, change in illumination and occlusion make the detection tracking of difficult any approaches. To overcome challenges, technique developed by combining three-frame differencing skin filtering. The performed for both colored grayscale frames. then tracked using modified Kanade–Lucas–Tomasi feature tracker where features were selected compact criteria. Velocity orientation information added remove redundant points. Finally, color cue locate final region region. During extraction, 44 from existing literatures. Using all could lead overfitting, redundancy dimension disaster. Thus, system with optimal was analysis variance combined incremental selection. These fed an input ANN, SVM kNN model. individual classifiers produce classifier fusion Fivefold cross-validation has been evaluate performance proposed Based on experimental results, it may be concluded that provides satisfactory results (92.23 %) compared other classifiers. One-way test, Friedman's test Kruskal–Wallis have also conducted validate statistical significance results.",13-08-2016,Neural Computing and Applications,https://doi.org/10.1007/s00521-016-2525-z,"Joyeeta Singha, Amarjit Roy, Rabul Hussain Laskar",94,In this work a visionbased approach is used to build dynamic hand gesture recognition system Various challenges such as complicated background change in illumination and occlusion make the detection tracking of difficult any approaches To overcome challenges technique developed by combining threeframe differencing skin filtering The performed for both colored grayscale frames then tracked using modified KanadeLucasTomasi feature tracker where features were selected compact criteria Velocity orientation information added remove redundant points Finally color cue locate final region region During extraction 44 from existing literatures Using all could lead overfitting redundancy dimension disaster Thus system with optimal was analysis variance combined incremental selection These fed an input ANN SVM kNN model individual classifiers produce classifier fusion Fivefold crossvalidation has been evaluate performance proposed Based on experimental results it may be concluded that provides satisfactory results 9223  compared other classifiers Oneway test Friedmans test KruskalWallis have also conducted validate statistical significance results,work visionbase approach build dynamic hand gesture recognition system challenge complicated background change illumination occlusion detection tracking difficult approach overcome challenge technique develop combine threeframe difference skin filter perform colored grayscale frame track modify kanadelucastomasi feature tracker feature select compact criterion velocity orientation information add remove redundant point finally color cue locate final region region extraction exist literature lead overfitte redundancy dimension disaster system optimal analysis variance combine incremental selection feed input ann svm knn model individual classifier produce classifi fusion fivefold crossvalidation evaluate performance propose base experimental result conclude provide satisfactory result compare classifier oneway test friedman test kruskalwalli conduct validate statistical significance result
Ultrastretchable SelfHealing Conductive HydrogelBased Triboelectric Nanogenerators for HumanComputer Interaction,"The rapid development of wearable electronic devices and virtual reality technology has revived interest in flexible sensing control devices. Here, we report an ionic hydrogel (PTSM) prepared from polypropylene amine (PAM), tannic acid (TA), sodium alginate (SA), MXene. Based on the multiple weak H-bonds, this exhibits excellent stretchability (strain >4600%), adhesion, self-healing. introduction MXene nanosheets endows sensor with a high gauge factor (GF) 6.6. Meanwhile, it also enables triboelectric nanogenerators (PTSM-TENGs) fabricated silicone rubber-encapsulated hydrogels to have energy harvesting efficiency, instantaneous output power density 54.24 mW/m2. We build glove-based human-computer interaction (HMI) system using PTSM-TENGs. multidimensional signal features PTSM-TENG are extracted analyzed by HMI system, functions gesture visualization robot hand realized. In addition, signals can be used for object recognition help machine learning techniques. glove based achieves classification five objects through contact, accuracy rate 98.7%. Therefore, strain sensors broad application prospects man-machine interface, intelligent systems, auxiliary other fields due their stretchable self-healing performance.",19-01-2023,ACS Applied Materials amp Interfaces,https://doi.org/10.1021/acsami.2c17904,"Hao Zhang, Dongzhi Zhang, Zihu Wang, Guangshuai Xi, Ruiyuan Mao, Yanhua Ma, Dongyue Wang, Mingcong Tang, Zhenyuan Xu, Huixin Luan",110,The rapid development of wearable electronic devices and virtual reality technology has revived interest in flexible sensing control devices Here we report an ionic hydrogel PTSM prepared from polypropylene amine PAM tannic acid TA sodium alginate SA MXene Based on the multiple weak Hbonds this exhibits excellent stretchability strain 4600 adhesion selfhealing introduction MXene nanosheets endows sensor with a high gauge factor GF 66 Meanwhile it also enables triboelectric nanogenerators PTSMTENGs fabricated silicone rubberencapsulated hydrogels to have energy harvesting efficiency instantaneous output power density 5424 mWm2 We build glovebased humancomputer interaction HMI system using PTSMTENGs multidimensional signal features PTSMTENG are extracted analyzed by HMI system functions gesture visualization robot hand realized In addition signals can be used for object recognition help machine learning techniques glove based achieves classification five objects through contact accuracy rate 987 Therefore strain sensors broad application prospects manmachine interface intelligent systems auxiliary other fields due their stretchable selfhealing performance,rapid development wearable electronic device virtual reality technology revive interest flexible sense control device report ionic hydrogel ptsm prepare polypropylene amine pam tannic acid ta sodium alginate sa mxene base multiple weak hbond exhibit excellent stretchability strain adhesion selfheale introduction mxene nanosheets endow sensor high gauge factor gf enable triboelectric nanogenerator ptsmteng fabricate silicone rubberencapsulate hydrogel energy harvesting efficiency instantaneous output power density build glovebased humancomputer interaction hmi system ptsmteng multidimensional signal feature ptsmteng extract analyze hmi system function gesture visualization robot hand realize addition signal object recognition help machine learn technique glove base achieve classification object contact accuracy rate strain sensor broad application prospect manmachine interface intelligent system auxiliary field stretchable selfheale performance
Twenty Years of Creativity Research in HumanComputer Interaction,"Creativity has been a growing topic in the ACM community since 1990s; however, no clear overview of this trend offered. We present thorough survey 998 creativity-related publications Digital Library collected using keyword search to determine prevailing approaches, topics, and characteristics creativity- oriented Human-Computer Interaction (HCI) research. A selected sample based on yearly citations yielded 221 publications, which were analyzed constant comparison analysis. found that HCI is almost exclusively responsible for creativity-oriented publications; they focus collaborative creativity rather than individual creativity; there general lack definition term 'creativity'; empirically contributions are prevalent; many new tools, often developed by researchers. On basis, we three implications future research: develop employ clearer definitions go beyond in-vitro studies novel tools; move toward interdisciplinary research collaborations.",08-06-2018,Proceedings of the 2018 Designing Interactive Systems Conference,https://doi.org/10.1145/3196709.3196732,"Jonas Frich, Michael Mose Biskjær, Peter Dalsgaard",68,Creativity has been a growing topic in the ACM community since 1990s however no clear overview of this trend offered We present thorough survey 998 creativityrelated publications Digital Library collected using keyword search to determine prevailing approaches topics and characteristics creativity oriented HumanComputer Interaction HCI research A selected sample based on yearly citations yielded 221 publications which were analyzed constant comparison analysis found that HCI is almost exclusively responsible for creativityoriented publications they focus collaborative creativity rather than individual creativity there general lack definition term creativity empirically contributions are prevalent many new tools often developed by researchers On basis we three implications future research develop employ clearer definitions go beyond invitro studies novel tools move toward interdisciplinary research collaborations,creativity grow topic acm community clear overview trend offer present thorough survey creativityrelated publication digital library collect keyword search determine prevail approach topic characteristic creativity orient humancomputer interaction hci research select sample base yearly citation yield publication analyze constant comparison analysis find hci exclusively responsible creativityoriente publication focus collaborative creativity individual creativity general lack definition term creativity empirically contribution prevalent new tool develop researcher basis implication future research develop employ clear definition invitro study novel tool interdisciplinary research collaboration
