Title,Abstract,Publication Date,Journal,Link,Authors,Citations,Cleaned_Abstract,Abstract_Spacy
Deep Learning Models for Cyber Security in IoT Networks,"In this paper we propose deep learning models for the cyber security in IoT (Internet of Things) networks. network is as a promising technology which connects living and non-living things around world. The implementation growing fast but still loophole, so it susceptible to many cyber-attack success any most important that completely secure, otherwise people could be reluctant use technology. DDoS (Distributed Denial Service) attack has affected networks recent past resulted huge losses. We have proposed evaluated those using latest CICIDS2017 datasets detection provided highest accuracy 97.16% also are compared with machine algorithms. This identifies open research challenges usage algorithm security.",01-01-2019,2019 IEEE 9th Annual Computing and Communication Workshop and Conference CCWC,https://doi.org/10.1109/ccwc.2019.8666588,"Monika Roopak, Gui Yun Tian, Jonathon A. Chambers",263,In this paper we propose deep learning models for the cyber security in IoT Internet of Things networks network is as a promising technology which connects living and nonliving things around world The implementation growing fast but still loophole so it susceptible to many cyberattack success any most important that completely secure otherwise people could be reluctant use technology DDoS Distributed Denial Service attack has affected networks recent past resulted huge losses We have proposed evaluated those using latest CICIDS2017 datasets detection provided highest accuracy 9716 also are compared with machine algorithms This identifies open research challenges usage algorithm security,paper propose deep learning model cyber security iot internet thing network network promising technology connect live nonlive thing world implementation grow fast loophole susceptible cyberattack success important completely secure people reluctant use technology ddo distribute denial service attack affect network recent past result huge loss propose evaluate late dataset detection provide high accuracy compare machine algorithm identify open research challenge usage algorithm security
SEA A Secure and Efficient Authentication and Authorization Architecture for IoTBased Healthcare Using Smart Gateways,"In this paper, a secure and efficient authentication authorization architecture for IoT-based healthcare is developed. Security privacy of patients’ medical data are crucial the acceptance ubiquitous use IoT in healthcare. Secure remote professional main focus work. Due to resource constraints sensors, it infeasible utilize conventional cryptography addition, gateways existing IoTs only on trivial tasks without alleviating challenges. presented architecture, end-user done by distributed smart e-health unburden sensors from performing these tasks. The proposed relies certificate-based DTLS handshake protocol as IP security solution IoT. tested developing prototype system. built Pandaboard, TI SmartRF06 board WiSMotes. CC2538 module integrated into acts gateway WisMotes act sensor nodes. more than state-of-the-art centralized delegation-based because uses key management scheme between nodes gateway. Furthermore, impact DoS attacks reduced due nature architecture. Our performance evaluation results show that compared reduces communication overhead 26% latency 16%.",01-01-2015,Procedia Computer Science,https://doi.org/10.1016/j.procs.2015.05.013,"Sanaz Rahimi Moosavi, Tuan Nguyen Gia, Amir-Mohammad Rahmani, Ethiopia Nigussie, Seppo Virtanen, Jouni Isoaho, Hannu Tenhunen",243,In this paper a secure and efficient authentication authorization architecture for IoTbased healthcare is developed Security privacy of patients medical data are crucial the acceptance ubiquitous use IoT in healthcare Secure remote professional main focus work Due to resource constraints sensors it infeasible utilize conventional cryptography addition gateways existing IoTs only on trivial tasks without alleviating challenges presented architecture enduser done by distributed smart ehealth unburden sensors from performing these tasks The proposed relies certificatebased DTLS handshake protocol as IP security solution IoT tested developing prototype system built Pandaboard TI SmartRF06 board WiSMotes CC2538 module integrated into acts gateway WisMotes act sensor nodes more than stateoftheart centralized delegationbased because uses key management scheme between nodes gateway Furthermore impact DoS attacks reduced due nature architecture Our performance evaluation results show that compared reduces communication overhead 26 latency 16,paper secure efficient authentication authorization architecture iotbase healthcare develop security privacy patient medical datum crucial acceptance ubiquitous use iot healthcare secure remote professional main focus work resource constraint sensor infeasible utilize conventional cryptography addition gateway exist iot trivial task alleviate challenge present architecture enduser distribute smart ehealth unburden sensor perform task propose relie certificatebase dtls handshake protocol ip security solution iot test develop prototype system build pandaboard ti board wismote module integrate act gateway wismote act sensor nod stateoftheart centralized delegationbased use key management scheme nodes gateway furthermore impact do attack reduce nature architecture performance evaluation result compared reduce communication overhead latency
A Survey of IoTEnabled Cyberattacks Assessing Attack Paths to Critical Infrastructures and Services,"As the deployment of Internet Things (IoT) is experiencing an exponential growth, it no surprise that many recent cyber attacks are IoT-enabled: attacker initially exploits some vulnerable IoT technology as a first step toward compromising critical system connected, in way, with IoT. For sectors, like industry, smart grids, transportation, and medical services, significance such obvious, since technologies part back-end systems. However, sectors where usually at end-user side, homes, can be underestimated, not all possible attack paths examined. In this paper, we survey IoT-enabled attacks, found application domains 2010. each sector, emphasize on latest, verified based known real-world incidents published proof-of-concept attacks. We methodologically analyze representative demonstrate direct, indirect, subliminal against targets. Our goal threefold: 1) to assess risk-like approach, order their current threat landscape; 2) identify hidden infrastructures services; 3) examine mitigation strategies for domains.",01-01-2018,IEEE Communications Surveys amp Tutorials,https://doi.org/10.1109/comst.2018.2855563,"Ioannis Stellios, Panayiotis Kotzanikolaou, Mihalis Psarakis, Cristina Alcaraz, Javier López",334,As the deployment of Internet Things IoT is experiencing an exponential growth it no surprise that many recent cyber attacks are IoTenabled attacker initially exploits some vulnerable IoT technology as a first step toward compromising critical system connected in way with IoT For sectors like industry smart grids transportation and medical services significance such obvious since technologies part backend systems However sectors where usually at enduser side homes can be underestimated not all possible attack paths examined In this paper we survey IoTenabled attacks found application domains 2010 each sector emphasize on latest verified based known realworld incidents published proofofconcept attacks We methodologically analyze representative demonstrate direct indirect subliminal against targets Our goal threefold 1 to assess risklike approach order their current threat landscape 2 identify hidden infrastructures services 3 examine mitigation strategies for domains,deployment internet thing iot experience exponential growth surprise recent cyber attack iotenable attacker initially exploit vulnerable iot technology step compromise critical system connect way iot sector like industry smart grids transportation medical service significance obvious technology backend system sector usually enduser home underestimate possible attack path examine paper survey iotenable attack find application domain sector emphasize late verify base know realworld incident publish proofofconcept attack methodologically analyze representative demonstrate direct indirect subliminal target goal threefold assess risklike approach order current threat landscape identify hide infrastructure service examine mitigation strategy domain
Analysis of Three IoTBased Wireless Sensors for Environmental Monitoring,"The recent changes in climate have increased the importance of environmental monitoring, making it a topical and highly active research area. This field is based on remote sensing wireless sensor networks for gathering data about environment. Recent advancements, such as vision Internet Things (IoT), cloud computing model, cyber-physical systems, provide support transmission management huge amounts regarding trends observed parameters. In this context, current work presents three different IoT-based sensors ambient monitoring: one employing User Datagram Protocol (UDP)-based Wi-Fi communication, communicating through Hypertext Transfer (HTTP), third using Bluetooth Smart. All presented systems possibility recording at locations visualizing them from every device with an connection, enabling monitoring geographically large areas. development details these are described, along major differences similarities between them. feasibility developed implementing applications, taking into account their energy autonomy, ease use, solution complexity, connectivity facility, was analyzed, revealed that they make good candidates solutions.",27-03-2017,IEEE Transactions on Instrumentation and Measurement,https://doi.org/10.1109/tim.2017.2677619,"George Moiş, Silviu Folea, Teodora Sanislav",238,The recent changes in climate have increased the importance of environmental monitoring making it a topical and highly active research area This field is based on remote sensing wireless sensor networks for gathering data about environment Recent advancements such as vision Internet Things IoT cloud computing model cyberphysical systems provide support transmission management huge amounts regarding trends observed parameters In this context current work presents three different IoTbased sensors ambient monitoring one employing User Datagram Protocol UDPbased WiFi communication communicating through Hypertext Transfer HTTP third using Bluetooth Smart All presented systems possibility recording at locations visualizing them from every device with an connection enabling monitoring geographically large areas development details these are described along major differences similarities between them feasibility developed implementing applications taking into account their energy autonomy ease use solution complexity connectivity facility was analyzed revealed that they make good candidates solutions,recent change climate increase importance environmental monitoring make topical highly active research area field base remote sense wireless sensor network gather datum environment recent advancement vision internet thing iot cloud computing model cyberphysical system provide support transmission management huge amount trend observe parameter context current work present different iotbase sensor ambient monitor employ user datagram protocol udpbased wifi communication communicate hypertext transfer http bluetooth smart present system possibility recording location visualize device connection enable monitor geographically large area development detail describe major difference similarity feasibility develop implement application take account energy autonomy ease use solution complexity connectivity facility analyze reveal good candidate solution
A Survey of Clustering Techniques in WSNs and Consideration of the Challenges of Applying Such to 5G IoT Scenarios,"Wireless sensor network (WSN) systems are typically composed of thousands sensors that powered by limited energy resources. To extend the networks longevity, clustering techniques have been introduced to enhance efficiency. This paper presents a survey on over last two decades. Existing protocols analyzed from quality service (QoS) perspective including three common objectives, those efficiency, reliable communication and latency awareness. review reveals QoS aware demands more attention. Furthermore, there is need clarify how improve user experience (QoE) through clustering. Understanding users’ requirements critical in intelligent for purpose enabling ability supporting diverse scenarios. User awareness or oriented design one remaining challenging problem In additional, this discusses potential challenges implementing schemes Internet Things (IoT) 5G networks. We indicate enhanced with smart selection solutions could highly benefit QoE IoT. As current studies WSNs conducted either homogeneous low level heterogeneous networks, they not ideal even able function dynamic IoT large range Moreover, when finally realized, will become complex than traditional simplified WSNs. Several related applying environment presented discussed.",12-07-2017,IEEE Internet of Things Journal,https://doi.org/10.1109/jiot.2017.2726014,"Lina Xu, Rem Collier, Gregory M. P. O’Hare",289,Wireless sensor network WSN systems are typically composed of thousands sensors that powered by limited energy resources To extend the networks longevity clustering techniques have been introduced to enhance efficiency This paper presents a survey on over last two decades Existing protocols analyzed from quality service QoS perspective including three common objectives those efficiency reliable communication and latency awareness review reveals QoS aware demands more attention Furthermore there is need clarify how improve user experience QoE through clustering Understanding users requirements critical in intelligent for purpose enabling ability supporting diverse scenarios User awareness or oriented design one remaining challenging problem In additional this discusses potential challenges implementing schemes Internet Things IoT 5G networks We indicate enhanced with smart selection solutions could highly benefit QoE IoT As current studies WSNs conducted either homogeneous low level heterogeneous networks they not ideal even able function dynamic IoT large range Moreover when finally realized will become complex than traditional simplified WSNs Several related applying environment presented discussed,wireless sensor network wsn system typically compose thousand sensor power limited energy resource extend network longevity cluster technique introduce enhance efficiency paper present survey decade exist protocol analyze quality service qos perspective include common objective efficiency reliable communication latency awareness review reveal qos aware demand attention furthermore need clarify improve user experience qoe cluster understand user requirement critical intelligent purpose enable ability support diverse scenario user awareness orient design remain challenge problem additional discuss potential challenge implement scheme internet thing iot g network indicate enhance smart selection solution highly benefit qoe iot current study wsns conduct homogeneous low level heterogeneous network ideal able function dynamic iot large range finally realize complex traditional simplified wsns related apply environment present discuss
Using machine learning to secure IoT systems,"The Internet of Things (IoT) is a massive group devices containing sensors or actuators connected together over wired wireless networks. With an estimate 25 billion by 2020, IoT has been rapidly growing the past decade. During growth, security identified as one weakest areas in IoT. When implementing within network, there are several challenges including heterogeneity system well quantity that need to be addressed. To approach securing devices, we propose using machine learning gateway help secure system. We investigate Artificial Neural Networks detect anomalies data sent from edge devices. convinced this can improve systems.",01-12-2016,2016 14th Annual Conference on Privacy Security and Trust PST,https://doi.org/10.1109/pst.2016.7906930,"Janice Canedo, Anthony Skjellum",165,The Internet of Things IoT is a massive group devices containing sensors or actuators connected together over wired wireless networks With an estimate 25 billion by 2020 IoT has been rapidly growing the past decade During growth security identified as one weakest areas in IoT When implementing within network there are several challenges including heterogeneity system well quantity that need to be addressed To approach securing devices we propose using machine learning gateway help secure system We investigate Artificial Neural Networks detect anomalies data sent from edge devices convinced this can improve systems,internet thing iot massive group device contain sensor actuator connect wire wireless network estimate billion iot rapidly grow past decade growth security identify weak area iot implement network challenge include heterogeneity system quantity need address approach securing device propose machine learning gateway help secure system investigate artificial neural network detect anomaly datum send edge device convince improve system
GrantFree NonOrthogonal Multiple Access for IoT A Survey,"Massive machine-type communications (mMTC) is one of the main three focus areas in 5th generation (5G) wireless technologies to enable connectivity a massive number Internet things (IoT) devices with little or no human intervention. In conventional human-type (HTC), due limited available channel resources and orthogonal resource allocation techniques, users get transmission slot by making scheduling/connection requests. The involved control signaling, negligible respect huge transmit data, not major issue. However, this may turn into potential performance bottleneck mMTC, where short packet data sporadic way. To tackle radio challenges, non-orthogonal multiple access (NOMA) has emerged as promising technology that allows simultaneously their over same resource. This achieved employing user-specific signature sequences at transmitting devices, which are exploited receiver for multi-user detection. Due its potential, NOMA also been considered grant-free transmissions especially can whenever they need without scheduling existing surveys majorly discuss different schemes, exploit typical grant-based HTC scenarios, connected base station, various system parameters pre-defined phase. Different from these works, survey provides comprehensive review recent advances perspective. Various schemes presented, related practical challenges highlighted, possible future directions thoroughly discussed end.",01-01-2020,IEEE Communications Surveys amp Tutorials,https://doi.org/10.1109/comst.2020.2996032,"Muhammad Basit Shahab, Rana Abbas, Mahyar Shirvanimoghaddam, Sarah J. Johnson",297,Massive machinetype communications mMTC is one of the main three focus areas in 5th generation 5G wireless technologies to enable connectivity a massive number Internet things IoT devices with little or no human intervention In conventional humantype HTC due limited available channel resources and orthogonal resource allocation techniques users get transmission slot by making schedulingconnection requests The involved control signaling negligible respect huge transmit data not major issue However this may turn into potential performance bottleneck mMTC where short packet data sporadic way To tackle radio challenges nonorthogonal multiple access NOMA has emerged as promising technology that allows simultaneously their over same resource This achieved employing userspecific signature sequences at transmitting devices which are exploited receiver for multiuser detection Due its potential NOMA also been considered grantfree transmissions especially can whenever they need without scheduling existing surveys majorly discuss different schemes exploit typical grantbased HTC scenarios connected base station various system parameters predefined phase Different from these works survey provides comprehensive review recent advances perspective Various schemes presented related practical challenges highlighted possible future directions thoroughly discussed end,massive machinetype communication mmtc main focus area generation g wireless technology enable connectivity massive number internet thing iot device little human intervention conventional humantype htc limited available channel resource orthogonal resource allocation technique user transmission slot make schedulingconnection request involved control signal negligible respect huge transmit datum major issue turn potential performance bottleneck mmtc short packet datum sporadic way tackle radio challenge nonorthogonal multiple access noma emerge promising technology allow simultaneously resource achieve employ userspecific signature sequence transmit device exploit receiver multiuser detection potential noma consider grantfree transmission especially need schedule exist survey majorly discuss different scheme exploit typical grantbased htc scenario connect base station system parameter predefine phase different work survey provide comprehensive review recent advance perspective scheme present relate practical challenge highlight possible future direction thoroughly discuss end
Privacy preservation in blockchain based IoT systems Integration issues prospects challenges and future research directions,"Modern Internet of Things (IoT) systems are paving their path for a revolutionized world in which majority our objects everyday use will be interconnected. These able to link and communicate with each other surroundings order automate tasks. This interconnection IoT nodes require security, seamless authentication, robustness easy maintenance services. In provide such salient features, blockchain comes out as viable solution. The decentralized nature has resolved many maintenance, authentication issues systems. Therefore, an immense increase applications blockchain-based can seen from the past few years. However, network is public, so transactional details encrypted keys open visible everybody that network. Thus, any adversary infer critical information users this public infrastructure. paper, we discuss privacy caused due integration by focusing over daily use. Furthermore, implementation five preservation strategies named anonymization, encryption, private contract, mixing, differential privacy. Finally, challenges, future directions research paper serve basis development address several problems operating blockchain.",01-03-2019,Future Generation Computer Systems,https://doi.org/10.1016/j.future.2019.02.060,"Muneeb Ul Hassan, Mubashir Husain Rehmani, Jinjun Chen",444,Modern Internet of Things IoT systems are paving their path for a revolutionized world in which majority our objects everyday use will be interconnected These able to link and communicate with each other surroundings order automate tasks This interconnection IoT nodes require security seamless authentication robustness easy maintenance services In provide such salient features blockchain comes out as viable solution The decentralized nature has resolved many maintenance authentication issues systems Therefore an immense increase applications blockchainbased can seen from the past few years However network is public so transactional details encrypted keys open visible everybody that network Thus any adversary infer critical information users this public infrastructure paper we discuss privacy caused due integration by focusing over daily use Furthermore implementation five preservation strategies named anonymization encryption private contract mixing differential privacy Finally challenges future directions research paper serve basis development address several problems operating blockchain,modern internet thing iot system pave path revolutionize world majority object everyday use interconnect able link communicate surrounding order automate task interconnection iot node require security seamless authentication robustness easy maintenance service provide salient feature blockchain come viable solution decentralized nature resolve maintenance authentication issue system immense increase application blockchainbase see past year network public transactional detail encrypt key open visible everybody network adversary infer critical information user public infrastructure paper discuss privacy cause integration focus daily use furthermore implementation preservation strategy name anonymization encryption private contract mix differential privacy finally challenge future direction research paper serve basis development address problem operate blockchain
The Mirai botnet and the IoT Zombie Armies,"The rapidly growing presence of Internet Things (IoT) devices is becoming a continuously alluring playground for malicious actors who try to harness their vast numbers and diverse locations. One primary goals assemble botnets that can serve nefarious purposes, ranging from Denial Service (DoS) spam advertisement fraud. most recent example highlights the severity problem Mirai family malware, which accountable plethora massive DDoS attacks unprecedented volume diversity. aim this paper offer comprehensive state-of-the-art review IoT botnet landscape underlying reasons its success with particular focus on major similar worms. To end, we provide extensive details internal workings examine interrelationships, elaborate possible strategies defending against them.",01-10-2017,MILCOM 2017  2017 IEEE Military Communications Conference MILCOM,https://doi.org/10.1109/milcom.2017.8170867,"Georgios Kambourakis, Constantinos Kolias, Angelos Stavrou",174,The rapidly growing presence of Internet Things IoT devices is becoming a continuously alluring playground for malicious actors who try to harness their vast numbers and diverse locations One primary goals assemble botnets that can serve nefarious purposes ranging from Denial Service DoS spam advertisement fraud most recent example highlights the severity problem Mirai family malware which accountable plethora massive DDoS attacks unprecedented volume diversity aim this paper offer comprehensive stateoftheart review IoT botnet landscape underlying reasons its success with particular focus on major similar worms To end we provide extensive details internal workings examine interrelationships elaborate possible strategies defending against them,rapidly grow presence internet thing iot device continuously alluring playground malicious actor try harness vast number diverse location primary goal assemble botnet serve nefarious purpose range denial service do spam advertisement fraud recent example highlight severity problem mirai family malware accountable plethora massive ddo attack unprecedented volume diversity aim paper offer comprehensive stateoftheart review iot botnet landscape underlying reason success particular focus major similar worm end provide extensive detail internal working examine interrelationships elaborate possible strategy defend
A Smart Home is No Castle Privacy Vulnerabilities of Encrypted IoT Traffic,"The increasing popularity of specialized Internet-connected devices and appliances, dubbed the Internet-of-Things (IoT), promises both new conveniences privacy concerns. Unlike traditional web browsers, many IoT have always-on sensors that constantly monitor fine-grained details users' physical environments influence devices' network communications. Passive observers, such as Internet service providers, could potentially analyze traffic to infer sensitive about users. Here, we examine four smart home (a Sense sleep monitor, a Nest Cam Indoor security camera, WeMo switch, an Amazon Echo) find their rates can reveal user interactions even when is encrypted. These results indicate technological solution needed protect device owner privacy, IoT-specific concerns must be considered in ongoing policy debate around ISP data collection usage.",01-01-2017,Failed to retrieve data,https://doi.org/10.48550/arxiv.1705.06805,"Noah Apthorpe, Dillon Reisman, Nick Feamster",242,The increasing popularity of specialized Internetconnected devices and appliances dubbed the InternetofThings IoT promises both new conveniences privacy concerns Unlike traditional web browsers many IoT have alwayson sensors that constantly monitor finegrained details users physical environments influence devices network communications Passive observers such as Internet service providers could potentially analyze traffic to infer sensitive about users Here we examine four smart home a Sense sleep monitor a Nest Cam Indoor security camera WeMo switch an Amazon Echo find their rates can reveal user interactions even when is encrypted These results indicate technological solution needed protect device owner privacy IoTspecific concerns must be considered in ongoing policy debate around ISP data collection usage,increase popularity specialized internetconnecte device appliance dub internetofthing iot promise new convenience privacy concern unlike traditional web browser iot alwayson sensor constantly monitor finegrained detail user physical environment influence device network communication passive observer internet service provider potentially analyze traffic infer sensitive user examine smart home sense sleep monitor nest cam indoor security camera wemo switch amazon echo find rate reveal user interaction encrypt result indicate technological solution need protect device owner privacy iotspecific concern consider ongoing policy debate isp datum collection usage
IoT The era of LPWAN is starting now,"This paper focusses on LPWAN segment of IoT, describing network constraints and comparing existing upcoming solutions in unlicensed licensed frequency bands.",01-09-2016,ESSCIRC Conference 2016 42nd European SolidState Circuits Conference,https://doi.org/10.1109/esscirc.2016.7598235,"Jean-Paul Bardyn, T. Melly, Olivier Seller, Nicolas Sornin",151,This paper focusses on LPWAN segment of IoT describing network constraints and comparing existing upcoming solutions in unlicensed licensed frequency bands,paper focusse lpwan segment iot describe network constraint compare exist upcoming solution unlicensed licensed frequency band
An Efficient Algorithm for Mediabased Surveillance System EAMSuS in IoT Smart City Framework,"Internet of Things (IoT) is the new technological revolution that aspires to connect all everyday physical objects Internet, making a huge global network uniquely things which can share information amongst each other and complete scheduled tasks, bringing significant benefits users companies Smart City (SC). A represents future framework, integrates multiple communication technology (ICT) solutions, so as improve quality life its citizens. However, there are many security privacy issues must be taken into account before official launching this concept. Many methods focus on media wireless sensor networks have been proposed adopted in expandable IoT. In paper, we describe upcoming IoT architecture challenges analyze most important researches (WSNs). Subsequently, propose an Efficient Algorithm for Media-based Surveillance System (EAMSuS) Framework, merges two algorithms introduced by researchers WSN packet routing security, while it reclaims compression standard, High Efficiency Video Coding (HEVC). Experimental analysis shows efficacy our scheme terms users’ privacy, node memory requirements. This successfully integrated",09-05-2017,Future Generation Computer Systems,https://doi.org/10.1016/j.future.2017.04.039,"Vasileios A. Memos, Kostas E. Psannis, Yutaka Ishibashi, Byung‐Gyu Kim, Brij B. Gupta",314,Internet of Things IoT is the new technological revolution that aspires to connect all everyday physical objects Internet making a huge global network uniquely things which can share information amongst each other and complete scheduled tasks bringing significant benefits users companies Smart City SC A represents future framework integrates multiple communication technology ICT solutions so as improve quality life its citizens However there are many security privacy issues must be taken into account before official launching this concept Many methods focus on media wireless sensor networks have been proposed adopted in expandable IoT In paper we describe upcoming IoT architecture challenges analyze most important researches WSNs Subsequently propose an Efficient Algorithm for Mediabased Surveillance System EAMSuS Framework merges two algorithms introduced by researchers WSN packet routing security while it reclaims compression standard High Efficiency Video Coding HEVC Experimental analysis shows efficacy our scheme terms users privacy node memory requirements This successfully integrated,internet thing iot new technological revolution aspire connect everyday physical object internet make huge global network uniquely thing share information complete schedule task bring significant benefit user company smart city sc represent future framework integrate multiple communication technology ict solution improve quality life citizen security privacy issue take account official launch concept method focus medium wireless sensor network propose adopt expandable iot paper describe upcoming iot architecture challenge analyze important research wsns subsequently propose efficient algorithm mediabase surveillance system eamsus framework merge algorithm introduce researcher wsn packet route security reclaim compression standard high efficiency video code hevc experimental analysis show efficacy scheme term user privacy node memory requirement successfully integrate
IoT Security Privacy Safety and Ethics,"The Internet of Things (IoT) represents a revolution the which can connect nearly all environment devices over to share their data create novel services and applications for improving our quality life. Using cheap sensors, IoT enables various objects around us be addressable, recognizable locatable. Although brought infinite benefits, it creates several challenges, especially in security privacy. Handling these issues ensuring privacy products must fundamental priority. Users need trust related are secure. Moreover, safety considered prevent system its components from causing an unacceptable risk injury or physical damage at same time considering social behaviour ethical use technologies enable effective safety. This chapter provides discussion security, privacy, ethics. It starts by providing overview system, architecture essential characteristics. is followed discussing requirements best practices protect devices. also discussed highlighting threats solutions preserve safety, ethics, design challenges encountered discussed. In end, smart cities introduced as case study investigate suggested maintain good level city.",22-07-2019,Internet of Things,https://doi.org/10.1007/978-3-030-18732-3_8,"Hany F. Atlam, Gary Wills",210,The Internet of Things IoT represents a revolution the which can connect nearly all environment devices over to share their data create novel services and applications for improving our quality life Using cheap sensors IoT enables various objects around us be addressable recognizable locatable Although brought infinite benefits it creates several challenges especially in security privacy Handling these issues ensuring privacy products must fundamental priority Users need trust related are secure Moreover safety considered prevent system its components from causing an unacceptable risk injury or physical damage at same time considering social behaviour ethical use technologies enable effective safety This chapter provides discussion security privacy ethics It starts by providing overview system architecture essential characteristics is followed discussing requirements best practices protect devices also discussed highlighting threats solutions preserve safety ethics design challenges encountered discussed In end smart cities introduced as case study investigate suggested maintain good level city,internet thing iot represent revolution connect nearly environment device share datum create novel service application improve quality life cheap sensor iot enable object addressable recognizable locatable bring infinite benefit create challenge especially security privacy handle issue ensure privacy product fundamental priority user need trust relate secure safety consider prevent system component cause unacceptable risk injury physical damage time consider social behaviour ethical use technology enable effective safety chapter provide discussion security privacy ethic start provide overview system architecture essential characteristic follow discuss requirement good practice protect device discuss highlighting threat solution preserve safety ethic design challenge encountered discuss end smart city introduce case study investigate suggest maintain good level city
DeepThings Distributed Adaptive Deep Learning Inference on ResourceConstrained IoT Edge Clusters,"Edge computing has emerged as a trend to improve scalability, overhead, and privacy by processing large-scale data, e.g., in deep learning applications locally at the source. In IoT networks, edge devices are characterized tight resource constraints often dynamic nature of data sources, where existing approaches for deploying Deep/Convolutional Neural Networks (DNNs/CNNs) can only meet when severely reducing accuracy or using static distribution that cannot adapt environments. this paper, we propose DeepThings, framework adaptively distributed execution CNN-based inference on tightly resource-constrained clusters. DeepThings employs scalable Fused Tile Partitioning (FTP) convolutional layers minimize memory footprint while exposing parallelism. It further realizes work stealing approach enable workload balancing runtime. Finally, employ novel scheduling process reuse reduce overall latency. Results show our proposed FTP method more than 68% without sacrificing accuracy. Furthermore, compared sharing methods, throughput 1.7 × -2.2× with multiple sources. When combined, provides CNN speedups 1.7×-3.5× 2-6 less 23 MB each.",16-10-2018,IEEE Transactions on ComputerAided Design of Integrated Circuits and Systems,https://doi.org/10.1109/tcad.2018.2858384,"Zhuoran Zhao, Kamyar Mirzazad Barijough, Andreas Gerstlauer",350,Edge computing has emerged as a trend to improve scalability overhead and privacy by processing largescale data eg in deep learning applications locally at the source In IoT networks edge devices are characterized tight resource constraints often dynamic nature of data sources where existing approaches for deploying DeepConvolutional Neural Networks DNNsCNNs can only meet when severely reducing accuracy or using static distribution that cannot adapt environments this paper we propose DeepThings framework adaptively distributed execution CNNbased inference on tightly resourceconstrained clusters DeepThings employs scalable Fused Tile Partitioning FTP convolutional layers minimize memory footprint while exposing parallelism It further realizes work stealing approach enable workload balancing runtime Finally employ novel scheduling process reuse reduce overall latency Results show our proposed FTP method more than 68 without sacrificing accuracy Furthermore compared sharing methods throughput 17  22 with multiple sources When combined provides CNN speedups 1735 26 less 23 MB each,edge computing emerge trend improve scalability overhead privacy process largescale datum eg deep learning application locally source iot network edge device characterize tight resource constraint dynamic nature datum source exist approach deploy deepconvolutional neural network dnnscnn meet severely reduce accuracy static distribution adapt environment paper propose deepthing framework adaptively distribute execution cnnbase inference tightly resourceconstraine cluster deepthing employ scalable fuse tile partition ftp convolutional layer minimize memory footprint expose parallelism realize work steal approach enable workload balancing runtime finally employ novel scheduling process reuse reduce overall latency result propose ftp method sacrifice accuracy furthermore compare share method throughput multiple source combine provide cnn speedups mb
Deep learning and big data technologies for IoT security,"Technology has become inevitable in human life, especially the growth of Internet Things (IoT), which enables communication and interaction with various devices. However, IoT been proven to be vulnerable security breaches. Therefore, it is necessary develop fool proof solutions by creating new technologies or combining existing address issues. Deep learning, a branch machine learning shown promising results previous studies for detection Additionally, devices generate large volumes, variety, veracity data. Thus, when big data are incorporated, higher performance better handling can achieved. Hence, we have conducted comprehensive survey on state-of-the-art deep security, technologies. Further, comparative analysis relationship among also discussed. derived thematic taxonomy from technical three aforementioned domains. Finally, identified discussed challenges incorporating using provided directions future researchers aspects.",01-02-2020,Computer Communications,https://doi.org/10.1016/j.comcom.2020.01.016,"Mohamed Ahzam Amanullah, Riyaz Ahamed Ariyaluran Habeeb, Fariza Hanum Nasaruddin, Abdullah Gani, Ejaz Ahmed, Abdul Salam Mohamed Nainar, Nazihah Md Akim, Muhammad Imran",265,Technology has become inevitable in human life especially the growth of Internet Things IoT which enables communication and interaction with various devices However IoT been proven to be vulnerable security breaches Therefore it is necessary develop fool proof solutions by creating new technologies or combining existing address issues Deep learning a branch machine learning shown promising results previous studies for detection Additionally devices generate large volumes variety veracity data Thus when big data are incorporated higher performance better handling can achieved Hence we have conducted comprehensive survey on stateoftheart deep security technologies Further comparative analysis relationship among also discussed derived thematic taxonomy from technical three aforementioned domains Finally identified discussed challenges incorporating using provided directions future researchers aspects,technology inevitable human life especially growth internet thing iot enable communication interaction device iot prove vulnerable security breach necessary develop fool proof solution create new technology combine exist address issue deep learn branch machine learning show promising result previous study detection additionally device generate large volume variety veracity datum big datum incorporate high performance well handling achieve conduct comprehensive survey stateoftheart deep security technology comparative analysis relationship discuss derive thematic taxonomy technical aforementioned domain finally identify discuss challenge incorporate provide direction future researcher aspect
