Title,Abstract,Publication Date,Link,Authors,Citations,Cleaned_Abstract,Abstract_NLTK,Abstract_Spacy
Health Monitoring and Management Using Internet-of-Things (IoT) Sensing with Cloud-Based Processing: Opportunities and Challenges,"Among the panoply of applications enabled by Internet Things (IoT), smart and connected health care is a particularly important one. Networked sensors, either worn on body or embedded in our living environments, make possible gathering rich information indicative physical mental health. Captured continual basis, aggregated, effectively mined, such can bring about positive transformative change landscape. In particular, availability data at hitherto unimagined scales temporal longitudes coupled with new generation intelligent processing algorithms can: (a) facilitate an evolution practice medicine, from current post facto diagnose-and-treat reactive paradigm, to proactive framework for prognosis diseases incipient stage, prevention, cure, overall management instead disease, (b) enable personalization treatment options targeted specific circumstances needs individual, (c) help reduce cost while simultaneously improving outcomes. this paper, we highlight opportunities challenges IoT realizing vision future care.",2015-06-01,https://doi.org/10.1109/scc.2015.47,"Moeen Hassanalieragh, Alex Page, Tolga Soyata, Gaurav Sharma, Mehmet K. Aktaş, Gonzalo Mateos, Burak Kantarcı, Silvana Andreescu",693,Among the panoply of applications enabled by Internet Things IoT smart and connected health care is a particularly important one Networked sensors either worn on body or embedded in our living environments make possible gathering rich information indicative physical mental health Captured continual basis aggregated effectively mined such can bring about positive transformative change landscape In particular availability data at hitherto unimagined scales temporal longitudes coupled with new generation intelligent processing algorithms can a facilitate an evolution practice medicine from current post facto diagnoseandtreat reactive paradigm to proactive framework for prognosis diseases incipient stage prevention cure overall management instead disease b enable personalization treatment options targeted specific circumstances needs individual c help reduce cost while simultaneously improving outcomes this paper we highlight opportunities challenges IoT realizing vision future care,among panopli applic enabl internet thing iot smart connect health care particularli import one network sensor either worn bodi embed live environ make possibl gather rich inform indic physic mental health captur continu basi aggreg effect mine bring posit transform chang landscap particular avail data hitherto unimagin scale tempor longitud coupl new gener intellig process algorithm facilit evolut practic medicin current post facto diagnoseandtreat reactiv paradigm proactiv framework prognosi diseas incipi stage prevent cure overal manag instead diseas b enabl person treatment option target specif circumst need individu c help reduc cost simultan improv outcom paper highlight opportun challeng iot realiz vision futur care,panoply application enable internet thing iot smart connected health care particularly important networked sensor wear body embed live environment possible gather rich information indicative physical mental health capture continual basis aggregate effectively mine bring positive transformative change landscape particular availability datum hitherto unimagined scale temporal longitude couple new generation intelligent processing algorithm facilitate evolution practice medicine current post facto diagnoseandtreat reactive paradigm proactive framework prognosis disease incipient stage prevention cure overall management instead disease b enable personalization treatment option target specific circumstance need individual c help reduce cost simultaneously improve outcome paper highlight opportunity challenge iot realize vision future care
UAV-Based IoT Platform: A Crowd Surveillance Use Case,"Unmanned aerial vehicles are gaining a lot of popularity among an ever growing community amateurs as well service providers. Emerging technologies, such LTE 4G/5G networks and mobile edge computing, will widen the use case scenarios UAVs. In this article, we discuss potential UAVs, equipped with IoT devices, in delivering services from great heights. A high-level view UAV-based integrative platform for delivery large height, along overall system orchestrator, is presented article. As envisioned platform, article demonstrates how UAVs can be used crowd surveillance based on face recognition. To evaluate case, study offloading video data processing to MEC node compared local onboard For this, developed testbed consisting one node. perform recognition, Local Binary Pattern Histogram method Open Source Computer Vision used. The obtained results demonstrate efficiency MEC-based approach saving scarce energy reducing time promptly detecting suspicious persons.",2017-02-01,https://doi.org/10.1109/mcom.2017.1600587cm,"Naser Hossein Motlagh, Miloud Bagaa, Tarik Taleb",649,Unmanned aerial vehicles are gaining a lot of popularity among an ever growing community amateurs as well service providers Emerging technologies such LTE 4G5G networks and mobile edge computing will widen the use case scenarios UAVs In this article we discuss potential UAVs equipped with IoT devices in delivering services from great heights A highlevel view UAVbased integrative platform for delivery large height along overall system orchestrator is presented article As envisioned platform article demonstrates how UAVs can be used crowd surveillance based on face recognition To evaluate case study offloading video data processing to MEC node compared local onboard For this developed testbed consisting one node perform recognition Local Binary Pattern Histogram method Open Source Computer Vision used The obtained results demonstrate efficiency MECbased approach saving scarce energy reducing time promptly detecting suspicious persons,unman aerial vehicl gain lot popular among ever grow commun amateur well servic provid emerg technolog lte 4g5g network mobil edg comput widen use case scenario uav articl discuss potenti uav equip iot devic deliv servic great height highlevel view uavbas integr platform deliveri larg height along overal system orchestr present articl envis platform articl demonstr uav use crowd surveil base face recognit evalu case studi offload video data process mec node compar local onboard develop testb consist one node perform recognit local binari pattern histogram method open sourc comput vision use obtain result demonstr effici mecbas approach save scarc energi reduc time promptli detect suspici person,unmanned aerial vehicle gain lot popularity grow community amateur service provider emerge technology lte g network mobile edge computing widen use case scenario uavs article discuss potential uavs equip iot device deliver service great height highlevel view uavbase integrative platform delivery large height overall system orchestrator present article envision platform article demonstrate uavs crowd surveillance base face recognition evaluate case study offload video datum processing mec node compare local onboard develop testbe consist node perform recognition local binary pattern histogram method open source computer vision obtain result demonstrate efficiency mecbased approach save scarce energy reduce time promptly detect suspicious person
Iot-based smart cities: A survey,"Due to the growing developments in advanced metering and digital technologies, smart cities have been equipped with different electronic devices on basis of Internet Things (IoT), therefore becoming smarter than before. The aim this article is that providing a comprehensive review concepts their motivations applications. Moreover, survey describes IoT technologies for main components features city. Furthermore, practical experiences over world challenges are explained.",2016-06-01,https://doi.org/10.1109/eeeic.2016.7555867,"Hamidreza Arasteh, Vahid Hosseinnezhad, Vincenzo Loia, Aurelio Tommasetti, Orlando Troisi, Miadreza Shafie‐khah, Pierluigi Siano",408,Due to the growing developments in advanced metering and digital technologies smart cities have been equipped with different electronic devices on basis of Internet Things IoT therefore becoming smarter than before The aim this article is that providing a comprehensive review concepts their motivations applications Moreover survey describes IoT technologies for main components features city Furthermore practical experiences over world challenges are explained,due grow develop advanc meter digit technolog smart citi equip differ electron devic basi internet thing iot therefor becom smarter aim articl provid comprehens review concept motiv applic moreov survey describ iot technolog main compon featur citi furthermor practic experi world challeng explain,grow development advanced metering digital technology smart city equip different electronic device basis internet thing iot smart aim article provide comprehensive review concept motivation application survey describe iot technology main component feature city furthermore practical experience world challenge explain
Blockchain and Federated Learning for Privacy-Preserved Data Sharing in Industrial IoT,"The rapid increase in the volume of data generated from connected devices industrial Internet Things paradigm, opens up new possibilities for enhancing quality service emerging applications through sharing. However, security and privacy concerns (e.g., leakage) are major obstacles providers to share their wireless networks. leakage private can lead serious issues beyond financial loss providers. In this article, we first design a blockchain empowered secure sharing architecture distributed multiple parties. Then, formulate problem into machine-learning by incorporating privacy-preserved federated learning. is well-maintained model instead revealing actual data. Finally, integrate learning consensus process permissioned blockchain, so that computing work also be used training. Numerical results derived real-world datasets show proposed scheme achieves good accuracy, high efficiency, enhanced security.",2020-06-01,https://doi.org/10.1109/tii.2019.2942190,"Yunlong Lu, Xiaohong Huang, Yueyue Dai, Sabita Maharjan, Yan Zhang",846,The rapid increase in the volume of data generated from connected devices industrial Internet Things paradigm opens up new possibilities for enhancing quality service emerging applications through sharing However security and privacy concerns eg leakage are major obstacles providers to share their wireless networks leakage private can lead serious issues beyond financial loss providers In this article we first design a blockchain empowered secure sharing architecture distributed multiple parties Then formulate problem into machinelearning by incorporating privacypreserved federated learning is wellmaintained model instead revealing actual data Finally integrate learning consensus process permissioned blockchain so that computing work also be used training Numerical results derived realworld datasets show proposed scheme achieves good accuracy high efficiency enhanced security,rapid increas volum data gener connect devic industri internet thing paradigm open new possibl enhanc qualiti servic emerg applic share howev secur privaci concern eg leakag major obstacl provid share wireless network leakag privat lead seriou issu beyond financi loss provid articl first design blockchain empow secur share architectur distribut multipl parti formul problem machinelearn incorpor privacypreserv feder learn wellmaintain model instead reveal actual data final integr learn consensu process permiss blockchain comput work also use train numer result deriv realworld dataset show propos scheme achiev good accuraci high effici enhanc secur,rapid increase volume datum generate connected device industrial internet thing paradigm open new possibility enhance quality service emerge application share security privacy concern eg leakage major obstacle provider share wireless network leakage private lead issue financial loss provider article design blockchain empower secure sharing architecture distribute multiple party formulate problem machinelearning incorporate privacypreserved federated learning wellmaintaine model instead reveal actual datum finally integrate learn consensus process permissione blockchain computing work train numerical result derive realworld dataset propose scheme achieve good accuracy high efficiency enhance security
Smart Agriculture Based on Cloud Computing and IOT,"Issues concerning agriculture, countryside and farmers have been always hindering China’s development. The only solution to these three problems is agricultural modernization. However, China's agriculture far from modernized. introduction of cloud computing internet things into modernization will probably solve the problem. Based on major features key techniques things, computing, visualization SOA technologies can build massive data involved in production. Internet RFID help plant factory realize automatic control production agriculture. Cloud closely related things. A perfect combination them promote fast development modernization, smart effectively issues farmers.",2013-01-31,https://doi.org/10.4156/jcit.vol8.issue2.26,Fan TongKe -,273,Issues concerning agriculture countryside and farmers have been always hindering Chinas development The only solution to these three problems is agricultural modernization However Chinas agriculture far from modernized introduction of cloud computing internet things into modernization will probably solve the problem Based on major features key techniques things computing visualization SOA technologies can build massive data involved in production Internet RFID help plant factory realize automatic control production agriculture Cloud closely related things A perfect combination them promote fast development modernization smart effectively issues farmers,issu concern agricultur countrysid farmer alway hinder china develop solut three problem agricultur modern howev china agricultur far modern introduct cloud comput internet thing modern probabl solv problem base major featur key techniqu thing comput visual soa technolog build massiv data involv product internet rfid help plant factori realiz automat control product agricultur cloud close relat thing perfect combin promot fast develop modern smart effect issu farmer,issue concern agriculture countryside farmer hinder chinas development solution problem agricultural modernization china agriculture far modernized introduction cloud computing internet thing modernization probably solve problem base major feature key technique thing compute visualization soa technology build massive datum involve production internet rfid help plant factory realize automatic control production agriculture cloud closely relate thing perfect combination promote fast development modernization smart effectively issue farmer
A Critical Analysis on the Security Concerns of Internet of Things (IoT),"Internet of Things (IoT) has been a major research topic for almost decade now, where physical objects would be interconnected as result convergence various existing technologies.IoT is rapidly developing; however there are uncertainties about its security and privacy which could affect sustainable development.This paper analyzes the issues challenges provides well defined architecture confidentiality user's in wider adoption by masses.",2015-02-18,https://doi.org/10.5120/19547-1280,"Muhammad Umar Farooq, Muhammad Waseem, Anjum Khairi, Sadia Mazhar",389,Internet of Things IoT has been a major research topic for almost decade now where physical objects would be interconnected as result convergence various existing technologiesIoT is rapidly developing however there are uncertainties about its security and privacy which could affect sustainable developmentThis paper analyzes the issues challenges provides well defined architecture confidentiality users in wider adoption by masses,internet thing iot major research topic almost decad physic object would interconnect result converg variou exist technologiesiot rapidli develop howev uncertainti secur privaci could affect sustain developmentthi paper analyz issu challeng provid well defin architectur confidenti user wider adopt mass,internet thing iot major research topic decade physical object interconnect result convergence exist technologiesiot rapidly develop uncertainty security privacy affect sustainable developmentthis paper analyze issue challenge provide define architecture confidentiality user wide adoption masse
Study and application on the architecture and key technologies for IOT,"IOT refers to the third scientific and economic tide after computer, Internet in global information industry, having attracted highly attention of governments, enterprises, academia, brought a huge new market for communication industry. At present, main operators equipment suppliers begin provide M2M business solution. Here mainly introduces concept IOT, analyses structure IOT: perception layer, network application layer. Sets forth key technologies RFID, communication, etc. length, it proposes future development reform trend IOT.",2011-07-01,https://doi.org/10.1109/icmt.2011.6002149,"Zhihong Yang, Yue Yang, Jing Wang, Yufeng Peng, Xiaobo Wang, Wenji Liu",209,IOT refers to the third scientific and economic tide after computer Internet in global information industry having attracted highly attention of governments enterprises academia brought a huge new market for communication industry At present main operators equipment suppliers begin provide M2M business solution Here mainly introduces concept IOT analyses structure IOT perception layer network application layer Sets forth key technologies RFID communication etc length it proposes future development reform trend IOT,iot refer third scientif econom tide comput internet global inform industri attract highli attent govern enterpris academia brought huge new market commun industri present main oper equip supplier begin provid m2m busi solut mainli introduc concept iot analys structur iot percept layer network applic layer set forth key technolog rfid commun etc length propos futur develop reform trend iot,iot refer scientific economic tide computer internet global information industry having attract highly attention government enterprise academia bring huge new market communication industry present main operator equipment supplier begin provide m business solution mainly introduce concept iot analyse structure iot perception layer network application layer set forth key technology rfid communication etc length propose future development reform trend iot
TRM-IoT: A trust management model based on fuzzy reputation for internet of things,"Since a large scale Wireless Sensor Network (WSN) is to be completely integrated into Internet as core part of Things (IoT) or Cyber Physical System (CPS), it necessary consider various security challenges that come with IoT/CPS, such the detection malicious attacks. Sensors sensor embedded things may establish direct communication between each other using 6LoWPAN protocol. A trust and reputation model recognized an important approach defend distributed networks in IoT/CPS against node attacks, since establishment mechanisms can stimulate collaboration among computing entities, facilitate untrustworthy assist decision-making process protocols. In this paper, based on in-depth understanding quantitative comparison methods, we present TRM-IoT enforce cooperation network their behaviors. The accuracy, robustness lightness proposed validated through wide set simulations.",2011-01-01,https://doi.org/10.2298/csis110303056c,"Dong Chen, Guiran Chang, Dawei Sun, Jiajia Li, Jie Jia, Xingwei Wang",326,Since a large scale Wireless Sensor Network WSN is to be completely integrated into Internet as core part of Things IoT or Cyber Physical System CPS it necessary consider various security challenges that come with IoTCPS such the detection malicious attacks Sensors sensor embedded things may establish direct communication between each other using 6LoWPAN protocol A trust and reputation model recognized an important approach defend distributed networks in IoTCPS against node attacks since establishment mechanisms can stimulate collaboration among computing entities facilitate untrustworthy assist decisionmaking process protocols In this paper based on indepth understanding quantitative comparison methods we present TRMIoT enforce cooperation network their behaviors The accuracy robustness lightness proposed validated through wide set simulations,sinc larg scale wireless sensor network wsn complet integr internet core part thing iot cyber physic system cp necessari consid variou secur challeng come iotcp detect malici attack sensor sensor embed thing may establish direct commun use 6lowpan protocol trust reput model recogn import approach defend distribut network iotcp node attack sinc establish mechan stimul collabor among comput entiti facilit untrustworthi assist decisionmak process protocol paper base indepth understand quantit comparison method present trmiot enforc cooper network behavior accuraci robust light propos valid wide set simul,large scale wireless sensor network wsn completely integrate internet core thing iot cyber physical system cp necessary consider security challenge come iotcp detection malicious attack sensor sensor embed thing establish direct communication protocol trust reputation model recognize important approach defend distribute network iotcp node attack establishment mechanism stimulate collaboration compute entity facilitate untrustworthy assist decisionmake process protocol paper base indepth understand quantitative comparison method present trmiot enforce cooperation network behavior accuracy robustness lightness propose validate wide set simulation
Proposed embedded security framework for Internet of Things (IoT),"IoT is going to be an established part of life by extending the communication and networking anytime, anywhere. Security requirements for will certainly underline importance properly formulated, implemented, enforced security policies throughout their life-cycle. This paper gives a detailed survey analysis embedded security, especially in area IoT. Together with conventional solutions, highlights need provide in-built device itself flexible infrastructure dynamic prevention, detection, diagnosis, isolation, countermeasures against successful breaches. Based on this analysis, defines needs taking into account computational time, energy consumption memory devices. Finally, proposes framework as feature software/hardware co-design methodology.",2011-02-01,https://doi.org/10.1109/wirelessvitae.2011.5940923,"Sachin D. Babar, Antonietta Stango, Neeli R. Prasad, Jaydip Sen, Ramjee Prasad",241,IoT is going to be an established part of life by extending the communication and networking anytime anywhere Security requirements for will certainly underline importance properly formulated implemented enforced security policies throughout their lifecycle This paper gives a detailed survey analysis embedded security especially in area IoT Together with conventional solutions highlights need provide inbuilt device itself flexible infrastructure dynamic prevention detection diagnosis isolation countermeasures against successful breaches Based on this analysis defines needs taking into account computational time energy consumption memory devices Finally proposes framework as feature softwarehardware codesign methodology,iot go establish part life extend commun network anytim anywher secur requir certainli underlin import properli formul implement enforc secur polici throughout lifecycl paper give detail survey analysi embed secur especi area iot togeth convent solut highlight need provid inbuilt devic flexibl infrastructur dynam prevent detect diagnosi isol countermeasur success breach base analysi defin need take account comput time energi consumpt memori devic final propos framework featur softwarehardwar codesign methodolog,iot go establish life extend communication networking anytime security requirement certainly underline importance properly formulate implement enforce security policy lifecycle paper give detailed survey analysis embed security especially area iot conventional solution highlight need provide inbuilt device flexible infrastructure dynamic prevention detection diagnosis isolation countermeasure successful breach base analysis define need take account computational time energy consumption memory device finally propose framework feature softwarehardware codesign methodology
IoT and agriculture data analysis for smart farm,"In this paper, we propose developing a system optimally watering agricultural crops based on wireless sensor network. This work aimed to design and develop control using node sensors in the crop field with data management via smartphone web application. The three components are hardware, application, mobile first component was designed implemented box hardware connected collect crops. Soil moisture used monitor field, connecting box. second is web-based application that manipulate details of information. applied mining analyze for predicting suitable temperature, humidity, soil optimal future growth. final mainly through smartphone. allows either automatic or manual by user. uses from watering. However, user can opt functional mode. send notifications LINE API tested Makhamtia District, Suratthani Province, Thailand. results showed implementation be useful agriculture. content maintained appropriately vegetable growth, reducing costs increasing productivity. Moreover, represents driving agriculture digital innovation.",2019-01-01,https://doi.org/10.1016/j.compag.2018.12.011,"Jirapond Muangprathub, Nathaphon Boonnam, Siriwan Kajornkasirat, Narongsak Lekbangpong, Apirat Wanichsombat, Pichetwut Nillaor",590,In this paper we propose developing a system optimally watering agricultural crops based on wireless sensor network This work aimed to design and develop control using node sensors in the crop field with data management via smartphone web application The three components are hardware application mobile first component was designed implemented box hardware connected collect crops Soil moisture used monitor field connecting box second is webbased application that manipulate details of information applied mining analyze for predicting suitable temperature humidity soil optimal future growth final mainly through smartphone allows either automatic or manual by user uses from watering However user can opt functional mode send notifications LINE API tested Makhamtia District Suratthani Province Thailand results showed implementation be useful agriculture content maintained appropriately vegetable growth reducing costs increasing productivity Moreover represents driving agriculture digital innovation,paper propos develop system optim water agricultur crop base wireless sensor network work aim design develop control use node sensor crop field data manag via smartphon web applic three compon hardwar applic mobil first compon design implement box hardwar connect collect crop soil moistur use monitor field connect box second webbas applic manipul detail inform appli mine analyz predict suitabl temperatur humid soil optim futur growth final mainli smartphon allow either automat manual user use water howev user opt function mode send notif line api test makhamtia district suratthani provinc thailand result show implement use agricultur content maintain appropri veget growth reduc cost increas product moreov repres drive agricultur digit innov,paper propose develop system optimally water agricultural crop base wireless sensor network work aim design develop control node sensor crop field datum management smartphone web application component hardware application mobile component design implement box hardware connect collect crop soil moisture monitor field connect box second webbase application manipulate detail information apply mining analyze predict suitable temperature humidity soil optimal future growth final mainly smartphone allow automatic manual user use watering user opt functional mode send notification line api test makhamtia district suratthani province thailand result show implementation useful agriculture content maintain appropriately vegetable growth reduce cost increase productivity represent drive agriculture digital innovation
IoT Security Techniques Based on Machine Learning: How Do IoT Devices Use AI to Enhance Security?,"The Internet of things (IoT), which integrates a variety devices into networks to provide advanced and intelligent services, has protect user privacy address attacks such as spoofing attacks, denial service (DoS) jamming, eavesdropping. We investigate the attack model for IoT systems review security solutions based on machine-learning (ML) techniques including supervised learning, unsupervised reinforcement learning (RL). ML-based authentication, access control, secure offloading, malware detection schemes data are focus this article. also discuss challenges that need be addressed implement these in practical systems.",2018-09-01,https://doi.org/10.1109/msp.2018.2825478,"Liang Xiao, Xiaoyue Wan, Xiaozhen Lu, Yanyong Zhang, Di Wu",529,The Internet of things IoT which integrates a variety devices into networks to provide advanced and intelligent services has protect user privacy address attacks such as spoofing attacks denial service DoS jamming eavesdropping We investigate the attack model for IoT systems review security solutions based on machinelearning ML techniques including supervised learning unsupervised reinforcement learning RL MLbased authentication access control secure offloading malware detection schemes data are focus this article also discuss challenges that need be addressed implement these in practical systems,internet thing iot integr varieti devic network provid advanc intellig servic protect user privaci address attack spoof attack denial servic do jam eavesdrop investig attack model iot system review secur solut base machinelearn ml techniqu includ supervis learn unsupervis reinforc learn rl mlbase authent access control secur offload malwar detect scheme data focu articl also discuss challeng need address implement practic system,internet thing iot integrate variety device network provide advanced intelligent service protect user privacy address attack spoof attack denial service do jamming eavesdropping investigate attack model iot system review security solution base machinelearne ml technique include supervised learning unsupervised reinforcement learning rl mlbased authentication access control secure offload malware detection scheme datum focus article discuss challenge need address implement practical system
Internet of Things (IoT) and the Energy Sector,"Integration of renewable energy and optimization use are key enablers sustainable transitions mitigating climate change. Modern technologies such the Internet Things (IoT) offer a wide number applications in sector, i.e, supply, transmission distribution, demand. IoT can be employed for improving efficiency, increasing share energy, reducing environmental impacts use. This paper reviews existing literature on application systems, general, context smart grids particularly. Furthermore, we discuss enabling IoT, including cloud computing different platforms data analysis. review challenges deploying privacy security, with some solutions to these as blockchain technology. survey provides policy-makers, economists, managers an overview role systems.",2020-01-19,https://doi.org/10.3390/en13020494,"Naser Hossein Motlagh, Mahsa Mohammadrezaei, Julian David Hunt, Behnam Zakeri",540,Integration of renewable energy and optimization use are key enablers sustainable transitions mitigating climate change Modern technologies such the Internet Things IoT offer a wide number applications in sector ie supply transmission distribution demand IoT can be employed for improving efficiency increasing share energy reducing environmental impacts use This paper reviews existing literature on application systems general context smart grids particularly Furthermore we discuss enabling IoT including cloud computing different platforms data analysis review challenges deploying privacy security with some solutions to these as blockchain technology survey provides policymakers economists managers an overview role systems,integr renew energi optim use key enabl sustain transit mitig climat chang modern technolog internet thing iot offer wide number applic sector ie suppli transmiss distribut demand iot employ improv effici increas share energi reduc environment impact use paper review exist literatur applic system gener context smart grid particularli furthermor discuss enabl iot includ cloud comput differ platform data analysi review challeng deploy privaci secur solut blockchain technolog survey provid policymak economist manag overview role system,integration renewable energy optimization use key enabler sustainable transition mitigate climate change modern technology internet thing iot offer wide number application sector ie supply transmission distribution demand iot employ improve efficiency increase share energy reduce environmental impact use paper review exist literature application system general context smart grid particularly furthermore discuss enable iot include cloud compute different platform datum analysis review challenge deploy privacy security solution blockchain technology survey provide policymaker economist manager overview role system
Towards the development of realistic botnet dataset in the Internet of Things for network forensic analytics: Bot-IoT dataset,"The proliferation of IoT systems, has seen them targeted by malicious third parties. To address this challenge, realistic protection and investigation countermeasures, such as network intrusion detection forensic need to be effectively developed. For purpose, a well-structured representative dataset is paramount for training validating the credibility systems. Although there are several datasets, in most cases, not much information given about Botnet scenarios that were used. This paper proposes new dataset, so-called Bot-IoT, which incorporates legitimate simulated traffic, along with various types attacks. We also present testbed environment addressing existing drawbacks capturing complete information, accurate labeling, well recent complex attack diversity. Finally, we evaluate reliability BoT-IoT using different statistical machine learning methods forensics purposes compared benchmark datasets. work provides baseline allowing botnet identification across IoT-specific networks. Bot-IoT can accessed at Bot-iot (2018) [1].",2019-11-01,https://doi.org/10.1016/j.future.2019.05.041,"Nickolaos Koroniotis, Nour Moustafa, Elena Sitnikova, Benjamin Turnbull",1056,The proliferation of IoT systems has seen them targeted by malicious third parties To address this challenge realistic protection and investigation countermeasures such as network intrusion detection forensic need to be effectively developed For purpose a wellstructured representative dataset is paramount for training validating the credibility systems Although there are several datasets in most cases not much information given about Botnet scenarios that were used This paper proposes new dataset socalled BotIoT which incorporates legitimate simulated traffic along with various types attacks We also present testbed environment addressing existing drawbacks capturing complete information accurate labeling well recent complex attack diversity Finally we evaluate reliability BoTIoT using different statistical machine learning methods forensics purposes compared benchmark datasets work provides baseline allowing botnet identification across IoTspecific networks BotIoT can accessed at Botiot 2018 1,prolifer iot system seen target malici third parti address challeng realist protect investig countermeasur network intrus detect forens need effect develop purpos wellstructur repres dataset paramount train valid credibl system although sever dataset case much inform given botnet scenario use paper propos new dataset socal botiot incorpor legitim simul traffic along variou type attack also present testb environ address exist drawback captur complet inform accur label well recent complex attack divers final evalu reliabl botiot use differ statist machin learn method forens purpos compar benchmark dataset work provid baselin allow botnet identif across iotspecif network botiot access botiot 2018 1,proliferation iot system see target malicious party address challenge realistic protection investigation countermeasure network intrusion detection forensic need effectively develop purpose wellstructured representative dataset paramount training validate credibility system dataset case information give botnet scenario paper propose new dataset socalle botiot incorporate legitimate simulated traffic type attack present testbe environment address exist drawback capture complete information accurate labeling recent complex attack diversity finally evaluate reliability botiot different statistical machine learning method forensic purpose compare benchmark dataset work provide baseline allow botnet identification iotspecific network botiot access botiot
Secure MQTT for Internet of Things (IoT),"Rapid innovations in the area of digital things and Information Communication Technology are driving rapid deployment Internet Things (IoT) around globe. Device to communications (D2D) IoT envisaged through various protocols such as Constrained Access Protocol (CoAP), Message Queue Telemetry Transport (MQTT) MQTT-SN (for sensor networks). One major concerns is ensure security devices D2D communications. Besides, existing communication for devoid features. To address this, we propose a secure version MQTT (SMQTT SMQTT-SN) which feature augmented protocol based on Key/Cipher text Policy-Attribute Based Encryption(KP/CP-ABE) using lightweight Elliptic Curve Cryptography. Further demonstrate feasibility SMQTT SMQTT-SNprotocols requirements simulations evaluate their performance.",2015-04-01,https://doi.org/10.1109/csnt.2015.16,"Meena Singh, M. A. Rajan, V. L. Shivraj, P. Balamuralidhar",312,Rapid innovations in the area of digital things and Information Communication Technology are driving rapid deployment Internet Things IoT around globe Device to communications D2D IoT envisaged through various protocols such as Constrained Access Protocol CoAP Message Queue Telemetry Transport MQTT MQTTSN for sensor networks One major concerns is ensure security devices D2D communications Besides existing communication for devoid features To address this we propose a secure version MQTT SMQTT SMQTTSN which feature augmented protocol based on KeyCipher text PolicyAttribute Based EncryptionKPCPABE using lightweight Elliptic Curve Cryptography Further demonstrate feasibility SMQTT SMQTTSNprotocols requirements simulations evaluate their performance,rapid innov area digit thing inform commun technolog drive rapid deploy internet thing iot around globe devic commun d2d iot envisag variou protocol constrain access protocol coap messag queue telemetri transport mqtt mqttsn sensor network one major concern ensur secur devic d2d commun besid exist commun devoid featur address propos secur version mqtt smqtt smqttsn featur augment protocol base keyciph text policyattribut base encryptionkpcpab use lightweight ellipt curv cryptographi demonstr feasibl smqtt smqttsnprotocol requir simul evalu perform,rapid innovation area digital thing information communication technology drive rapid deployment internet thing iot globe device communication iot envisage protocol constrain access protocol coap message queue telemetry transport mqtt mqttsn sensor network major concern ensure security device communication exist communication devoid feature address propose secure version mqtt smqtt smqttsn feature augment protocol base keycipher text policyattribute base encryptionkpcpabe lightweight elliptic curve cryptography demonstrate feasibility smqtt smqttsnprotocols requirement simulation evaluate performance
Research on the architecture and key technology of Internet of Things (IoT) applied on smart grid,"Advances in the areas of embedded systems, computing, and networking are leading to an infrastructure composed millions heterogeneous devices. These devices will not simply convey information but process it transit, connect peer peer, form advanced collaborations. This “Internet Things (IoT)” be strongly integrated with environment. paper focuses on researching architecture key technology Internet Things. Moreover, applications interpreted this paper. Especially, application IoT smart grid is emphasized. The work presented here proposes principal characteristics for effective integration grid.",2010-06-01,https://doi.org/10.1109/icaee.2010.5557611,"Yun Miao, Bu Yuxin",252,Advances in the areas of embedded systems computing and networking are leading to an infrastructure composed millions heterogeneous devices These devices will not simply convey information but process it transit connect peer peer form advanced collaborations This Internet Things IoT be strongly integrated with environment paper focuses on researching architecture key technology Internet Things Moreover applications interpreted this paper Especially application IoT smart grid is emphasized The work presented here proposes principal characteristics for effective integration grid,advanc area embed system comput network lead infrastructur compos million heterogen devic devic simpli convey inform process transit connect peer peer form advanc collabor internet thing iot strongli integr environ paper focus research architectur key technolog internet thing moreov applic interpret paper especi applic iot smart grid emphas work present propos princip characterist effect integr grid,advance area embed system computing networking lead infrastructure compose million heterogeneous device device simply convey information process transit connect peer peer form advanced collaboration internet thing iot strongly integrate environment paper focus research architecture key technology internet thing application interpret paper especially application iot smart grid emphasize work present propose principal characteristic effective integration grid
